s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,s_49,s_50,s_51,s_52,s_53,s_54,s_55,s_56,s_57,s_58,s_59,s_60,s_61,s_62,s_63,s_64,s_65,s_66,s_67,s_68,s_69,s_70,s_71,s_72,s_73,s_74,s_75,s_76,s_77,s_78,s_79,s_80,s_81,s_82,s_83,s_84,s_85,s_86,s_87,s_88,s_89,s_90,s_91,s_92,s_93,s_94,s_95,s_96,s_97,s_98,s_99,target
0,0,0,0,0,0,0,0,1,14,9,6,418,7,590,830,14,272,433,74,6,93,18,830,1964,20,5,13,2,8,104,15,6,755,16,60,2,5,4,1901,325,9,2,74,14,1560,2,1171,902,47,224,12,174,5,29,3575,138,27,611,9,121,12,9,150,57,229,57,65,5,57,58,144,30,1053,23,14,13,384,15,300,46,7,158,9,99,312,96,99,312,3750,144,30,2,18,14,1171,902,9,57,284,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,69,12,32,206,212,2,5,118,7,32,49,7,4,1885,156,2,2,80,2416,6,356,8,30,510,34,32,37,40,52,102,321,431,13,28,12,11,61,1594,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,104,4,636,891,234,7,14,22,9,382,31,7,4,91,1127,814,19,4,530,228,603,780,8,1703,1074,8,6,2,1330,51,438,2,93,7,14,11,4,2,13,70,64,838,4,2,301,33,4,58,2,4631,47,216,8,4,268,758,106,12,5,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,7,6,52,18,164,2,5,6,4133,1950,37,1457,27,715,8,228,167,1738,2,47,416,600,7,27,2,18,2,11,4,2,7,1946,18,105,21,29,47,416,11,14,22,4,1289,18,1855,3373,5,163,108,2,9,1350,8,106,5,1201,2,34,4,192,15,12,16,93,18,248,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,99,28,825,4444,55,1350,965,1937,1453,5,14,20,2235,4,2,2,635,7,15,585,55,73,113,46,7,2972,164,166,281,73,1217,4784,525,10,10,12,16,327,8,67,2,174,59,9,31,7,61,32,58,514,20,156,10,10,13,1498,5,3785,17,4,65,2,87,65,5,177,73,224,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,9,31,7,4,118,126,1055,34,910,10,10,4,114,9,55,204,5,441,4,1125,720,9,82,55,73,224,19,4,412,156,18,4,58,10,10,382,31,7,61,514,844,9,3887,11,14,20,19,4,4390,7,4,3675,7,2,1
0,1,14,47,188,8,30,31,7,4,249,102,13,28,126,110,12,9,13,104,6,65,7,6,2,1170,4730,1799,27,1211,21,1257,4312,27,980,5,6,1486,1475,256,34,488,2,37,47,2,4427,2,4,65,271,1282,50,9,1456,109,943,50,9,1337,8,459,44,5,4,354,19,4,1401,7,1478,2,17,4,4312,26,394,12,9,254,8,264,89,6,676,40,718,4462,100,1504,141,35,373,20,97,252,8,798,14,2803,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,299,2,11,31,7,4,249,108,7,32,58,59,191,2,11,1303,7,365,1234,4,22,9,38,78,15,33,31,213,137,2,9,2,1604,2,2,59,2,1646,51,272,8,30,6,1654,1513,18,1425,5,4,2,270,2,5,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,168,3398,33,4,389,2,7,676,276,295,8,97,14,20,2,2,2,2173,2,4517,2,60,3201,34,2,2,5,2,36,1970,11,2,4,2,15,6,52,177,566,607,6,78,229,4,65,347,3443,38,111,2,7,1804,39,4,311,15,94,2,144,28,2,60,363,1553,45,24,572,204,5,4,1299,26,2612,2747,0
0,0,0,0,0,0,1,591,607,129,278,5,140,67,142,334,14,20,16,141,418,7,595,13,2,181,8,140,21,13,69,8,38,13,197,474,462,33,222,280,2,24,6,686,462,12,16,15,527,1378,2,80,115,79,6,52,212,217,103,14,5,6,314,33,4,2,14,20,9,340,578,47,57,1393,486,33,32,5,43,2,410,120,5,120,174,1632,8,72,5,2,17,230,245,39,14,20,17,25,869,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,63,26,617,11,14,22,26,19,6,176,7,459,5,1589,5,2,51,6,176,7,84,39,187,4,182,104,7,4,298,2,24,2,4,2351,1630,410,12,287,51,91,7,4,84,187,4,182,104,44,938,5,51,4,1531,2,124,44,533,1502,907,800,1502,480,234,257,7,142,63,80,202,178,797,6,176,8,104,44,54,36,140,344,103,149,4,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,66,423,14,22,32,289,381,2,2,5,2,202,3084,354,5,2173,9,2,120,4,350,4,1524,5,324,2445,11,49,7,2,139,97,27,393,168,371,2,4,1767,471,7,114,33,4,130,166,12,221,24,6,87,20,21,35,737,31,13,520,12,693,7,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2150,22,2,175,2188,4375,25,70,838,83,31,4251,2,278,2,2,860,970,349,2222,2968,21,2,2,3332,2,8,2,2,3908,11,2,133,29,3267,6,180,33,2,3066,2,37,2,2,8,6,588,1440,17,6,2,5,2018,2,2,45,32,4451,39,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,135,13,161,3081,25,21,129,2146,462,242,195,8,1487,129,2879,252,45,188,49,541,2,32,11,52,253,151,38,45,188,57,352,37,738,6,352,54,25,188,6,229,40,14,10,10,193,4,58,5,808,14,46,73,290,6,107,534,829,48,316,100,462,17,76,17,13,122,315,14,20,4,182,62,30,6,76,2,273,8,412,10,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,13,219,4,4241,13,43,69,8,67,4,22,5,54,13,69,13,1932,69,6,547,15,421,40,2,12,16,6,87,20,92,79,72,355,21,13,104,4,87,531,121,460,11,4,4241,48,25,1277,61,2,12,435,55,702,5,12,4985,23,38,13,16,115,1100,5,13,510,149,12,4,486,16,427,87,61,86,3154,19,6,2,42,142,40,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2235,4,251,8,251,2,635,7,4098,23,6,2,11,4,154,1263,1339,116,34,199,4221,156,14,152,60,235,40,6,20,25,235,40,335,50,1626,2,144,2,111,139,26,540,24,43,821,36,26,147,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1371,2,2,5,2,5,1697,2999,14,9,308,2,1529,20,54,29,214,2,19,4,395,3155,729,8,4,2,2,5,461,6,2,232,37,127,24,124,51,29,9,660,29,166,107,55,906,4414,199,855,19,4,915,2,4,119,136,1237,2,2,47,8,30,110,12,566,30,2209,10,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,114,7,4,65,5,4,239,7,4,485,156,26,55,76,180,8,703,4,883,200,107,1629,559,1013,23,4,268,16,224,11,52,1296,25,70,714,2198,8,68,1438,48,25,26,31,21,48,25,26,24,31,25,70,1144,4,243,7,119,4,22,9,269,8,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1276,13,2,4,1516,2,123,190,13,258,2,8,30,4,1529,20,207,110,14,291,4,115,277,2006,7,1516,2,2,1861,11,4,636,136,941,25,1104,469,4,20,466,6,1420,136,11,63,1516,2,166,6,2,589,33,2,27,2011,13,407,386,14,20,18,2099,722,1107,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,191,759,12,54,84,140,67,6,20,54,36,124,36,528,40,12,61,1633,1232,1115,102,38,138,122,59,67,12,59,1150,12,43,8,721,180,4,675,38,13,124,198,138,12,161,28,6,1931,675,13,202,12,6,1086,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,35,4035,20,625,64,1907,1698,9,15,12,381,2,2,367,19,6,52,177,7,696,156,4,65,3054,187,6,2,2,4815,37,461,804,103,2,1907,4,113,7,35,2,2,4,65,271,4451,2807,143,4,20,5,2,1382,43,152,607,14,20,894,25,26,6,2,2,337,92,140,46,7,129,96,8,67,14,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,87,769,19,6,749,1820,2,9,897,17,2,1952,2,9,642,17,4312,5,745,852,2,299,4,217,7,2,3559,2,2,17,2,1457,11,6,52,239,5,2,17,2,299,41,86,485,576,73,14,22,9,3559,526,34,2,2,1701,4,802,9,86,967,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1247,4,374,247,522,11,61,2,5,242,62,28,1894,6,176,7,278,48,13,1247,12,908,12,2,2,233,334,23,148,2,1884,3527,2,5,2,434,1833,68,2128,21,14,9,66,6,3562,3137,239,7,6,897,881,51,25,92,124,51,6,2,1884,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3752,5,2279,4,22,2,17,73,17,100,30,4630,4,2560,4625,5,2,15,2,2,3116,667,7,4,172,403,40,111,785,108,94,1377,9,31,7,2,2,21,12,9,2149,550,42,144,15,30,1364,1350,137,14,9,35,321,5,4739,22,12,9,24,35,737,31,5,94,878,8,104,7,101,58,54,31,238,30,11,4,2,1310,8,67,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,13,92,124,121,8,895,540,14,16,6,93,18,248,20,38,61,1398,71,364,13,16,3595,770,34,4,444,458,7,4,333,534,21,233,159,42,103,15,468,8,30,6,2565,34,4,1396,432,7,20,10,10,5,740,44,78,1175,200,4,2,2,2,10,10,13,62,140,53,11,1137,21,14,20,152,66,1833,12,1242,1095,899,675,342,158,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,28,115,110,6,20,17,78,17,14,12,9,981,8,30,6,253,20,21,4,64,975,9,33,4,380,5,12,9,24,163,48,25,40,14,432,7,20,95,25,203,43,30,502,8,202,12,6,2302,7,241,48,12,69,4,1670,2,12,62,371,4881,23,4,1324,1245,10,10,0
0,0,0,0,0,0,0,1,6,982,65,9,6,3182,356,5,61,514,20,38,1958,13,16,2,54,14,20,385,46,11,2,13,219,12,636,251,5,16,2848,8,358,546,13,385,245,2,5,2,4,2,15,2,283,11,6,982,65,9,2,1012,39,14,947,6,767,2,2,1056,9,128,8,79,74,6,1619,350,5,12,9,24,55,163,33,32,1394,2,9,52,21,4,2999,3003,50,1324,347,300,323,92,60,1414,0
0,0,0,0,0,0,1,13,69,8,1661,107,2058,7,3420,18,61,2282,707,5,472,13,1637,14,310,285,39,4,116,4,156,1645,91,7,68,411,2555,8,4,370,8,4,370,665,32,3449,42,491,56,665,57,1385,665,5,55,117,145,1565,11,4,665,71,427,394,13,296,14,120,61,3673,989,5,12,9,55,2277,8,135,15,13,235,15,13,16,2,46,7,2,234,7,61,3035,24,1178,34,101,3218,7,4,1546,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151,24,11,4,226,22,1798,2,174,299,27,217,118,11,14,2,248,20,4,114,9,776,2,109,1442,5,27,236,657,9,15,27,322,5,362,2,27,2,9,4,273,29,773,3987,1198,151,12,80,115,30,110,23,248,5,115,30,626,23,374,48,25,81,79,4,580,8,106,14,193,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,1793,8,72,6,179,1162,20,19,6,176,7,486,11,12,13,586,135,15,12,9,55,629,21,53,253,13,482,15,9,48,25,40,189,102,4579,243,7,2032,72,7,476,7,4,2,21,131,24,48,25,1661,134,107,102,14,9,76,53,253,8,106,1
0,0,0,0,0,0,0,0,0,0,0,1,279,13,3468,19,14,22,1203,13,412,11,4844,5,2712,39,78,2,21,845,12,9,13,215,2822,4,1723,23,6,91,480,292,8,81,51,59,122,19,57,352,1318,1584,32,13,70,135,66,66,52,40,57,278,16,1084,23,14,22,5,12,131,4280,72,245,13,2,1467,3303,12,46,48,25,70,87,940,777,603,5,7,265,6,229,15,80,3296,25,23,129,2,67,12,1
0,0,0,0,0,0,0,0,0,1,301,6,378,2,4,20,750,43,17,13,16,2,8,106,14,2,24,6,52,1913,21,37,694,275,2,18,275,1588,103,32,73,2,36,71,112,243,2,47,626,157,15,9,4387,2,441,1143,7,2,518,199,61,113,8,412,14,9,43,753,2,15,2,23,4,2,184,946,315,61,800,1227,320,7,4,311,69,2529,46,34,4,130,7,4,22,48,64,13,69,77,38,1567,0
0,0,0,0,1,2,9,31,7,4,91,373,108,7,32,58,12,9,6,384,2,418,7,1244,15,69,72,2,546,8,789,11,4,750,53,74,101,85,20,7,3076,1371,279,4,4503,12,9,24,17,84,28,446,12,35,2,3213,7,682,1519,15,62,30,6,117,22,446,312,2,3145,15,20,16,1202,5,2259,2,9,2,3071,2,1360,2,798,14,40,38,111,2,894,25,181,8,67,89,371,78,6,212,70,79,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,9,209,888,31,7,4,249,3106,126,93,983,101,281,70,30,93,7,4,3660,114,5,34,4,2807,213,490,181,8,1402,129,2800,56,11,4185,5,2039,13,202,56,10,10,89,1924,2,5,167,3006,2,126,188,574,11,14,947,215,64,30,2,56,34,68,2,10,10,13,440,36,1084,68,278,73,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,160,2215,301,14,20,9,24,6,1185,2616,21,12,2033,19,2494,2,6,55,55,2,20,15,127,24,2,18,6,561,49,55,52,116,5,49,389,2,17,73,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,55,2542,2,1146,7,6,173,7,182,325,241,479,15,91,7,178,11,4,1206,590,69,28,57,326,126,3860,13,62,119,8,28,14,23,374,12,64,16,617,23,830,1964,31,58,17,230,17,13,124,145,11,2,1552,13,28,1803,187,18,14,20,5,91,374,2,92,60,124,44,12,87,1507,32,187,657,15,13,100,67,12,174,350,2501,201,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,1954,7,2,9,691,35,1089,20,4,156,26,849,52,5,4,1759,499,7,4,20,9,864,21,261,13,16,55,928,11,4,2989,5,40,8,104,5,4114,44,2206,13,244,35,2,12,16,254,8,1147,546,8,106,4,20,8,4,2919,5,11,61,652,820,2,163,130,138,9,14,20,38,966,357,13,92,124,12,43,9,5,38,12,9,24,2,0
0,0,0,0,0,0,0,0,0,1,13,2,124,138,84,104,14,9,141,6,78,20,94,188,6,184,52,114,49,52,206,5,4,653,7,1622,18,1335,127,24,1487,345,252,49,7,94,2403,5,2172,21,14,9,24,4,64,20,40,15,4178,9,11,52,812,17,1641,1335,5,13,423,3332,2,11,14,20,17,4,392,513,1002,48,25,423,1641,1335,95,25,144,67,14,31,94,6,176,128,74,4,351,3073,470,457,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,22,2,8,30,23,522,314,248,196,103,4,984,4181,278,1188,28,196,77,1551,382,6,117,99,1302,18,1938,2,21,11,58,3664,2306,83,35,4747,7,14,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,9,577,7,2,2056,2060,2,988,2,37,9,1424,928,11,395,4320,5,2,19,369,442,928,11,3053,11,4,4281,366,2,2,2,2047,2,287,56,8,1703,6,2,31,7,41,2813,369,2,2,2015,2,95,2,18,27,2,27,322,2,2,3962,2,287,56,18,4,2264,1962,10,10,775,7,2,2,791,40,2516,2,10,10,389,1622,1205,11,2,1
0,1,389,177,1053,23,3545,229,747,42,38,1473,2,33,4,1506,1250,36,2,17,2,100,14,126,593,11,6,1431,153,45,331,6,939,5,6,357,31,33,15,81,36,413,2369,174,81,36,2,68,2,1628,52,211,36,203,353,21,1116,4,1527,9,57,9,50,101,4030,101,836,189,212,600,7,4,752,89,259,70,30,2176,34,14,3572,9,724,72,13,473,8,40,14,20,13,805,8,40,14,20,21,61,1224,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1217,48,14,20,188,2,3757,93,626,2,17,142,2807,2,348,4,2,1243,13,124,2,383,567,121,9,29,10,10,1578,72,7,1509,102,13,219,11,1170,114,5,414,1567,2,43,224,142,18,4,2,4522,2336,1177,2,5,30,224,19,12,62,28,93,53,278,4,2095,213,7,14,3435,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1560,2,611,1695,19,27,2,1527,8,6,4505,888,4707,166,178,445,14,1089,5,1127,20,2,15,3743,11,15,281,12,2,6,756,1141,8,785,108,926,9,147,2043,9,6,4628,2204,9,1676,133,4,326,9,1899,1227,199,293,105,169,533,5,257,85,64,54,2244,2269,14,3808,203,73,1070,283,11,2323,33,101,967,45,179,731,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,219,14,22,45,631,425,9,871,1118,120,50,33,4,4292,2,1966,22,1413,12,1199,2,95,5,4332,6,394,902,12,9,530,2,647,619,5,576,163,4,229,9,6,157,7,498,45,77,2,153,5,207,110,64,6,3516,7,1290,42,101,85,512,18,15,551,15,70,1014,94,2834,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,422,198,208,12,9,13,2,264,15,4,2,5,4,916,267,2,71,199,2429,43,38,14,500,100,30,93,12,16,480,4,86,58,13,219,12,19,94,666,2,5,3221,105,5,94,480,150,4,297,1140,9,404,4,2876,26,307,5,12,47,15,2,1382,15,9,210,38,2,21,2,50,6,215,28,18,101,2,2056,5,6,282,8,79,35,2,18,316,334,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,244,806,8,135,15,12,16,31,7,4,249,108,207,126,110,261,2009,1429,963,1331,4,361,7,3335,16,427,1380,12,16,184,357,5,1193,67,4,336,492,2,10,10,803,53,228,9,484,4948,5,48,25,104,7,148,389,2,34,488,2,37,1040,4,2,18,91,7,2,108,95,25,70,838,51,6,1474,12,166,10,10,0
0,0,0,0,1,13,974,13,69,49,2,54,13,86,219,4,2,18,14,22,16,2,300,2,23,4086,1565,133,13,384,2173,5,2,92,66,168,42,60,481,40,308,42,723,21,13,28,8,974,14,22,66,770,72,45,230,39,4,2228,22,13,873,305,45,6,109,2078,6,364,1317,2,5,1116,2,168,33,1862,5,4,2095,2037,75,32,850,45,254,48,24,1167,8,1839,51,75,280,69,5,51,47,2116,178,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126,296,12,2033,38,2,5,2,24,64,19,4422,63,9,64,2,5,992,113,21,82,19,154,559,1721,5,341,45,6,933,5,307,20,82,2009,7,6,55,318,167,545,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,146,714,2176,13,510,893,665,5,4,1298,1056,5,68,111,2289,60,54,91,84,258,98,3809,207,60,1319,8,358,91,2,2,102,50,9,64,31,20,15,207,110,15,13,70,1252,135,16,78,5,14,16,12,45,77,6,137,237,207,110,12,21,13,81,377,1266,11,4,750,536,14,9,6,995,20,138,122,13,67,14,45,1252,4,64,20,15,13,566,386,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1905,2184,19,2312,2,5,827,2,52,4157,18,1156,65,5,49,906,411,73,917,5,73,177,4044,848,1532,5,1478,2,97,25,784,98,19,1797,1
0,1,2063,509,7,232,37,494,250,232,37,80,2866,8,79,375,8,250,232,37,80,79,118,464,8,339,11,3599,96,2,2,57,8,339,2,250,525,14,2066,77,224,8,341,5,19,1281,1401,7,6,171,4543,1150,2,45,77,224,128,10,10,4801,114,1212,4,832,26,1564,5,225,6,378,7,52,388,2,2,47,224,128,5,27,116,133,385,491,8,112,2,11,24,6,601,1937,21,164,162,133,11,14,2,1586,0
0,0,0,0,1,14,20,9,38,373,12,9,254,8,169,4,208,715,8,1634,12,10,10,33,86,4,65,9,38,647,6,2,2971,406,70,901,6,128,114,4,156,26,357,5,2,382,36,71,4799,8,297,11,14,954,22,10,10,4,370,2,7,4,2082,2585,26,4,64,52,11,14,226,20,13,144,235,2,88,13,1539,18,14,2320,431,10,10,2363,1337,166,6,755,42,97,6,729,22,19,141,6,433,769,0
0,0,0,0,1,149,14,20,16,6,437,7,58,13,16,2,8,563,11,4,655,7,4,20,21,13,2,13,92,124,51,2,1091,1436,21,13,2051,15,11,4,1272,372,79,17,379,17,349,36,850,8,2,8,2384,5,8,548,11,4000,5,198,82,6,437,7,58,11,61,652,5,553,51,4,609,16,15,477,136,11,2,26,36,131,997,2,42,9,12,15,45,776,18,316,8,264,2,84,26,210,6,2382,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1275,51,14,22,16,44,13,2,12,46,33,4,374,1130,5,103,319,12,13,510,12,117,110,3285,512,509,39,167,2,2313,2,2,2762,87,65,5,105,17,6,337,7,2,2,13,16,770,7,41,698,1191,4,64,1401,18,14,22,16,4,277,190,12,9,290,4,851,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,16,6,55,52,20,13,4466,13,100,169,12,11,1856,8,818,13,66,510,14,20,13,62,2,386,14,20,8,106,13,62,40,8,67,12,174,21,70,115,169,12,11,248,12,62,30,73,290,4,58,8,106,12,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146,6,666,337,7,4,3635,2481,261,14,16,31,7,68,24,2,52,102,146,24,660,45,78,13,191,135,45,78,21,14,226,1063,5,24,1063,2,218,52,261,13,202,14,20,6,470,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,20,47,1713,317,72,17,1043,17,14,31,50,9,24,6,227,7,1074,24,6,333,7,1092,24,6,561,75,1783,60,6,117,227,4,250,9,1036,1243,198,12,16,15,290,6,20,13,697,12,286,424,8,30,6,87,20,21,13,16,33,222,1017,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,64,155,622,44,14,20,9,4,486,73,290,4,2364,1866,637,2134,25,106,12,1453,45,578,15,3294,510,27,217,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,18,51,12,9,203,30,31,7,4,91,480,2689,108,7,1136,251,93,23,6,1165,392,352,4,22,47,318,302,15,2479,245,2,7,4,2028,108,48,25,28,6,580,106,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,104,61,2735,2,12,56,13,258,12,4485,5,379,13,82,219,4,277,6,3693,6,96,316,9,2,15,277,1627,54,399,6,248,750,2,1627,518,45,128,8,387,4,20,759,584,10,10,409,94,128,8,859,4,20,3902,14,9,31,7,4,409,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,105,26,2,5,4,229,9,373,45,6,437,7,4,1956,7,2,5,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,864,14,47,77,6,1640,237,13,16,2437,2482,13,92,106,12,2584,211,6,291,1627,21,14,9,24,6,20,18,35,922,2248,37,181,6,2750,1217,42,49,530,749,14,20,9,253,45,184,1967,220,2,21,2238,2,9,38,530,15,45,1297,48,25,181,8,30,2,34,6,3090,2,33,2,2,3090,2,42,119,2238,14,20,9,18,25,900,92,1414,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,283,4210,337,62,28,8,1133,14,2,8,30,31,7,48,24,4,118,7,32,58,12,16,3015,19,2318,5,2459,31,7,4,833,4259,7,32,58,16,200,2,2,5,1230,2,19,318,3477,2,1952,2,4,123,15,2,276,23,16,1297,262,1069,4,2995,15,27,145,16,11,5,15,14,16,27,236,1014,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,7,4,118,2,7,2,3639,8,4,588,7,2,576,283,5,1249,12,2004,4,1103,7,4,2952,262,674,16,4,3639,7,185,84,8,4,2,7,2,1937,5,4,547,15,75,3433,3083,1
